symbol,price_day,price_change,closing_price,start_price,end_price 
A,2024-05-01,1.2,138.69,,
A,2024-04-30,-1.8,137.04,,
A,2024-04-29,1.3,139.59,,
A,2024-04-26,1.0,137.74,,
A,2024-04-25,-0.8,136.37,,
A,2024-04-24,-1.2,137.49,,
A,2024-04-23,4.0,139.2,,
A,2024-04-22,0.9,133.91,,
A,2024-04-19,0.2,132.73,,
A,2024-04-18,-1.6,132.44,,
A,2024-04-17,-1.6,134.55,,
A,2024-04-16,-2.4,136.8,,
A,2024-04-15,-0.4,140.22,,
A,2024-04-12,-2.9,140.73,,
A,2024-04-11,0.6,145.0,,
A,2024-04-10,-2.2,144.16,,
A,2024-04-09,2.0,147.4,,
A,2024-04-08,0.2,144.46,,
A,2024-04-05,2.0,144.12,,
A,,,,141.34,138.69
AA,2024-05-01,-2.5,34.25,,
AA,2024-04-30,-6.7,35.14,,
AA,2024-04-29,2.1,37.65,,
AA,2024-04-26,2.6,36.88,,
AA,2024-04-25,-0.4,35.94,,
AA,2024-04-24,0.1,36.08,,
AA,2024-04-23,-0.8,36.06,,
AA,2024-04-22,2.3,36.35,,
AA,2024-04-19,0.2,35.53,,
AA,2024-04-18,-0.2,35.47,,
AA,2024-04-17,-1.5,35.55,,
AA,2024-04-16,-1.3,36.09,,
AA,2024-04-15,3.9,36.57,,
AA,2024-04-12,-2.8,35.2,,
AA,2024-04-11,0.1,36.23,,
AA,2024-04-10,-1.7,36.19,,
AA,2024-04-09,1.3,36.82,,
AA,2024-04-08,-0.4,36.34,,
AA,2024-04-05,1.5,36.49,,
AA,,,,35.95,34.25
AAL,2024-05-01,0.5,13.58,,
AAL,2024-04-30,-3.4,13.51,,
AAL,2024-04-29,0.7,13.98,,
AAL,2024-04-26,-1.8,13.88,,
AAL,2024-04-25,1.5,14.13,,
AAL,2024-04-24,-2.2,13.92,,
AAL,2024-04-23,-2.1,14.23,,
AAL,2024-04-22,3.0,14.53,,
AAL,2024-04-19,0.6,14.11,,
AAL,2024-04-18,0.9,14.02,,
AAL,2024-04-17,6.6,13.89,,
AAL,2024-04-16,0.7,13.03,,
AAL,2024-04-15,-1.6,12.94,,
AAL,2024-04-12,-3.5,13.15,,
AAL,2024-04-11,1.6,13.62,,
AAL,2024-04-10,-3.9,13.41,,
AAL,2024-04-09,0.4,13.95,,
AAL,2024-04-08,1.0,13.9,,
AAL,2024-04-05,-0.5,13.76,,
AAL,,,,13.83,13.58
AAP,2024-05-01,0.1,73.03,,
AAP,2024-04-30,-3.2,72.98,,
AAP,2024-04-29,0.4,75.42,,
AAP,2024-04-26,0.6,75.14,,
AAP,2024-04-25,-2.4,74.71,,
AAP,2024-04-24,-1.9,76.53,,
AAP,2024-04-23,1.0,78.0,,
AAP,2024-04-22,-1.9,77.22,,
AAP,2024-04-19,1.9,78.69,,
AAP,2024-04-18,4.3,77.2,,
AAP,2024-04-17,3.4,74.05,,
AAP,2024-04-16,2.2,71.61,,
AAP,2024-04-15,-0.6,70.08,,
AAP,2024-04-12,-5.2,70.5,,
AAP,2024-04-11,-4.6,74.35,,
AAP,2024-04-10,-0.7,77.95,,
AAP,2024-04-09,0.4,78.46,,
AAP,2024-04-08,1.0,78.13,,
AAP,2024-04-05,-2.4,77.34,,
AAP,,,,79.26,73.03
AAPL,2024-05-01,-0.6,169.3,,
AAPL,2024-04-30,-1.8,170.33,,
AAPL,2024-04-29,2.5,173.5,,
AAPL,2024-04-26,-0.3,169.3,,
AAPL,2024-04-25,0.5,169.89,,
AAPL,2024-04-24,1.3,169.02,,
AAPL,2024-04-23,0.6,166.9,,
AAPL,2024-04-22,0.5,165.84,,
AAPL,2024-04-19,-1.2,165.0,,
AAPL,2024-04-18,-0.6,167.04,,
AAPL,2024-04-17,-0.8,168.0,,
AAPL,2024-04-16,-1.9,169.38,,
AAPL,2024-04-15,-2.2,172.69,,
AAPL,2024-04-12,0.9,176.55,,
AAPL,2024-04-11,4.3,175.04,,
AAPL,2024-04-10,-1.1,167.78,,
AAPL,2024-04-09,0.7,169.67,,
AAPL,2024-04-08,-0.7,168.45,,
AAPL,2024-04-05,0.5,169.58,,
AAPL,,,,168.82,169.3
ABBV,2024-05-01,-0.6,161.72,,
ABBV,2024-04-30,0.7,162.64,,
ABBV,2024-04-29,1.2,161.52,,
ABBV,2024-04-26,-4.6,159.62,,
ABBV,2024-04-25,-0.3,167.29,,
ABBV,2024-04-24,-1.0,167.8,,
ABBV,2024-04-23,1.0,169.54,,
ABBV,2024-04-22,0.9,167.89,,
ABBV,2024-04-19,1.1,166.41,,
ABBV,2024-04-18,0.2,164.66,,
ABBV,2024-04-17,1.1,164.25,,
ABBV,2024-04-16,0.5,162.54,,
ABBV,2024-04-15,-0.4,161.67,,
ABBV,2024-04-12,-3.1,162.28,,
ABBV,2024-04-11,-0.9,167.52,,
ABBV,2024-04-10,-0.7,169.03,,
ABBV,2024-04-09,0.2,170.14,,
ABBV,2024-04-08,-0.1,169.8,,
ABBV,2024-04-05,1.3,170.0,,
ABBV,,,,167.9,161.72
ABCL,2024-05-01,0.0,3.78,,
ABCL,2024-04-30,-1.6,3.78,,
ABCL,2024-04-29,2.1,3.84,,
ABCL,2024-04-26,3.6,3.76,,
ABCL,2024-04-25,-6.9,3.63,,
ABCL,2024-04-24,-1.8,3.9,,
ABCL,2024-04-23,-1.0,3.97,,
ABCL,2024-04-22,3.6,4.01,,
ABCL,2024-04-19,-1.0,3.87,,
ABCL,2024-04-18,-0.3,3.91,,
ABCL,2024-04-17,-3.2,3.92,,
ABCL,2024-04-16,-3.1,4.05,,
ABCL,2024-04-15,-3.7,4.18,,
ABCL,2024-04-12,-0.9,4.34,,
ABCL,2024-04-11,-1.8,4.38,,
ABCL,2024-04-10,-5.7,4.46,,
ABCL,2024-04-09,5.3,4.73,,
ABCL,2024-04-08,3.5,4.49,,
ABCL,2024-04-05,-1.4,4.34,,
ABCL,,,,4.4,3.78
ABNB,2024-05-01,-1.5,156.16,,
ABNB,2024-04-30,-2.3,158.57,,
ABNB,2024-04-29,-1.2,162.25,,
ABNB,2024-04-26,0.7,164.23,,
ABNB,2024-04-25,0.1,163.01,,
ABNB,2024-04-24,1.2,162.84,,
ABNB,2024-04-23,2.8,160.95,,
ABNB,2024-04-22,1.0,156.61,,
ABNB,2024-04-19,-3.2,155.01,,
ABNB,2024-04-18,1.1,160.1,,
ABNB,2024-04-17,1.1,158.37,,
ABNB,2024-04-16,0.7,156.66,,
ABNB,2024-04-15,-2.4,155.6,,
ABNB,2024-04-12,-3.7,159.37,,
ABNB,2024-04-11,3.2,165.42,,
ABNB,2024-04-10,-1.5,160.28,,
ABNB,2024-04-09,1.5,162.66,,
ABNB,2024-04-08,-0.9,160.27,,
ABNB,2024-04-05,1.8,161.77,,
ABNB,,,,158.84,156.16
ABT,2024-05-01,0.3,106.29,,
ABT,2024-04-30,-1.2,105.97,,
ABT,2024-04-29,-0.2,107.27,,
ABT,2024-04-26,0.6,107.53,,
ABT,2024-04-25,-0.0,106.86,,
ABT,2024-04-24,-0.7,106.89,,
ABT,2024-04-23,0.5,107.59,,
ABT,2024-04-22,-0.2,107.07,,
ABT,2024-04-19,1.9,107.28,,
ABT,2024-04-18,-0.6,105.27,,
ABT,2024-04-17,-3.0,105.9,,
ABT,2024-04-16,0.3,109.21,,
ABT,2024-04-15,-0.2,108.89,,
ABT,2024-04-12,-2.1,109.11,,
ABT,2024-04-11,0.3,111.45,,
ABT,2024-04-10,-1.1,111.17,,
ABT,2024-04-09,1.7,112.44,,
ABT,2024-04-08,-0.6,110.52,,
ABT,2024-04-05,1.0,111.2,,
ABT,,,,110.11,106.29
ACAD,2024-05-01,2.0,17.05,,
ACAD,2024-04-30,-2.3,16.71,,
ACAD,2024-04-29,2.3,17.1,,
ACAD,2024-04-26,2.5,16.71,,
ACAD,2024-04-25,-1.7,16.31,,
ACAD,2024-04-24,-0.9,16.59,,
ACAD,2024-04-23,-1.5,16.74,,
ACAD,2024-04-22,1.0,16.99,,
ACAD,2024-04-19,-1.5,16.82,,
ACAD,2024-04-18,-0.7,17.07,,
ACAD,2024-04-17,0.6,17.19,,
ACAD,2024-04-16,1.1,17.08,,
ACAD,2024-04-15,-1.5,16.89,,
ACAD,2024-04-12,-1.6,17.14,,
ACAD,2024-04-11,-1.8,17.41,,
ACAD,2024-04-10,-2.3,17.73,,
ACAD,2024-04-09,2.0,18.15,,
ACAD,2024-04-08,-1.2,17.8,,
ACAD,2024-04-05,-0.2,18.01,,
ACAD,,,,18.05,17.05
ACGL,2024-05-01,2.4,95.8,,
ACGL,2024-04-30,2.5,93.54,,
ACGL,2024-04-29,0.4,91.25,,
ACGL,2024-04-26,-2.3,90.9,,
ACGL,2024-04-25,-0.2,93.05,,
ACGL,2024-04-24,-0.6,93.19,,
ACGL,2024-04-23,-0.1,93.78,,
ACGL,2024-04-22,1.0,93.85,,
ACGL,2024-04-19,1.7,92.93,,
ACGL,2024-04-18,0.8,91.39,,
ACGL,2024-04-17,-0.3,90.63,,
ACGL,2024-04-16,1.2,90.86,,
ACGL,2024-04-15,-0.2,89.76,,
ACGL,2024-04-12,-1.5,89.98,,
ACGL,2024-04-11,-1.0,91.31,,
ACGL,2024-04-10,1.1,92.19,,
ACGL,2024-04-09,-3.5,91.22,,
ACGL,2024-04-08,-0.4,94.55,,
ACGL,2024-04-05,4.2,94.9,,
ACGL,,,,91.09,95.8
ACHR,2024-05-01,3.1,4.0,,
ACHR,2024-04-30,-4.7,3.88,,
ACHR,2024-04-29,1.2,4.07,,
ACHR,2024-04-26,1.0,4.02,,
ACHR,2024-04-25,0.3,3.98,,
ACHR,2024-04-24,-1.0,3.97,,
ACHR,2024-04-23,2.0,4.01,,
ACHR,2024-04-22,7.7,3.93,,
ACHR,2024-04-19,-3.4,3.65,,
ACHR,2024-04-18,0.0,3.78,,
ACHR,2024-04-17,-2.1,3.78,,
ACHR,2024-04-16,-0.8,3.86,,
ACHR,2024-04-15,-3.0,3.89,,
ACHR,2024-04-12,-4.3,4.01,,
ACHR,2024-04-11,0.7,4.19,,
ACHR,2024-04-10,-2.8,4.16,,
ACHR,2024-04-09,0.0,4.28,,
ACHR,2024-04-08,-0.5,4.28,,
ACHR,2024-04-05,0.0,4.3,,
ACHR,,,,4.3,4.0
ACI,2024-05-01,0.9,20.58,,
ACI,2024-04-30,0.1,20.4,,
ACI,2024-04-29,1.2,20.37,,
ACI,2024-04-26,1.1,20.13,,
ACI,2024-04-25,-0.7,19.91,,
ACI,2024-04-24,-1.3,20.06,,
ACI,2024-04-23,0.4,20.32,,
ACI,2024-04-22,-0.6,20.23,,
ACI,2024-04-19,-0.5,20.35,,
ACI,2024-04-18,0.1,20.46,,
ACI,2024-04-17,1.1,20.44,,
ACI,2024-04-16,-0.1,20.21,,
ACI,2024-04-15,-0.7,20.24,,
ACI,2024-04-12,-1.4,20.38,,
ACI,2024-04-11,-0.9,20.67,,
ACI,2024-04-10,-0.3,20.86,,
ACI,2024-04-09,-0.1,20.93,,
ACI,2024-04-08,-0.3,20.96,,
ACI,2024-04-05,-0.5,21.03,,
ACI,,,,21.13,20.58
ACMR,2024-05-01,-2.4,24.92,,
ACMR,2024-04-30,-4.5,25.52,,
ACMR,2024-04-29,-1.1,26.73,,
ACMR,2024-04-26,-4.4,27.04,,
ACMR,2024-04-25,0.5,28.29,,
ACMR,2024-04-24,2.8,28.15,,
ACMR,2024-04-23,6.4,27.39,,
ACMR,2024-04-22,3.0,25.75,,
ACMR,2024-04-19,-8.8,25.0,,
ACMR,2024-04-18,-1.8,27.405,,
ACMR,2024-04-17,-3.2,27.91,,
ACMR,2024-04-16,2.2,28.84,,
ACMR,2024-04-15,-1.4,28.21,,
ACMR,2024-04-12,-4.8,28.61,,
ACMR,2024-04-11,5.0,30.05,,
ACMR,2024-04-10,-3.9,28.61,,
ACMR,2024-04-09,-4.6,29.76,,
ACMR,2024-04-08,-2.7,31.19,,
ACMR,2024-04-05,4.7,32.04,,
ACMR,,,,30.61,24.92
ACN,2024-05-01,-0.7,298.66,,
ACN,2024-04-30,-0.7,300.91,,
ACN,2024-04-29,-1.6,303.16,,
ACN,2024-04-26,-0.3,308.01,,
ACN,2024-04-25,-1.4,309.0,,
ACN,2024-04-24,-1.0,313.54,,
ACN,2024-04-23,-0.2,316.83,,
ACN,2024-04-22,0.2,317.42,,
ACN,2024-04-19,0.3,316.88,,
ACN,2024-04-18,0.5,316.0,,
ACN,2024-04-17,0.2,314.54,,
ACN,2024-04-16,0.2,313.94,,
ACN,2024-04-15,-0.7,313.27,,
ACN,2024-04-12,-3.0,315.4,,
ACN,2024-04-11,0.2,325.19,,
ACN,2024-04-10,-3.0,324.4,,
ACN,2024-04-09,0.8,334.45,,
ACN,2024-04-08,-0.4,331.8,,
ACN,2024-04-05,0.8,333.0,,
ACN,,,,330.47,298.66
ACVA,2024-05-01,-3.1,16.91,,
ACVA,2024-04-30,-2.1,17.45,,
ACVA,2024-04-29,-1.4,17.83,,
ACVA,2024-04-26,2.1,18.09,,
ACVA,2024-04-25,-1.3,17.72,,
ACVA,2024-04-24,-2.1,17.96,,
ACVA,2024-04-23,4.9,18.35,,
ACVA,2024-04-22,1.1,17.5,,
ACVA,2024-04-19,0.1,17.31,,
ACVA,2024-04-18,-2.8,17.3,,
ACVA,2024-04-17,2.9,17.8,,
ACVA,2024-04-16,1.9,17.29,,
ACVA,2024-04-15,-4.2,16.96,,
ACVA,2024-04-12,-3.0,17.7,,
ACVA,2024-04-11,1.6,18.24,,
ACVA,2024-04-10,-3.7,17.96,,
ACVA,2024-04-09,1.7,18.65,,
ACVA,2024-04-08,-0.4,18.34,,
ACVA,2024-04-05,0.3,18.41,,
ACVA,,,,18.35,16.91
ADBE,2024-05-01,1.4,469.39,,
ADBE,2024-04-30,-2.2,462.83,,
ADBE,2024-04-29,-0.9,473.07,,
ADBE,2024-04-26,0.9,477.56,,
ADBE,2024-04-25,-0.8,473.44,,
ADBE,2024-04-24,0.9,477.12,,
ADBE,2024-04-23,1.3,472.9,,
ADBE,2024-04-22,0.4,466.89,,
ADBE,2024-04-19,-1.7,465.02,,
ADBE,2024-04-18,-0.3,473.18,,
ADBE,2024-04-17,-0.4,474.45,,
ADBE,2024-04-16,1.3,476.22,,
ADBE,2024-04-15,-0.8,470.1,,
ADBE,2024-04-12,-2.1,474.09,,
ADBE,2024-04-11,-0.6,484.28,,
ADBE,2024-04-10,-1.1,487.22,,
ADBE,2024-04-09,1.7,492.55,,
ADBE,2024-04-08,-0.2,484.28,,
ADBE,2024-04-05,-0.4,485.12,,
ADBE,,,,487.11,469.39
ADI,2024-05-01,-3.3,193.89,,
ADI,2024-04-30,-1.6,200.61,,
ADI,2024-04-29,1.0,203.9,,
ADI,2024-04-26,2.0,201.97,,
ADI,2024-04-25,0.7,197.94,,
ADI,2024-04-24,3.5,196.5,,
ADI,2024-04-23,1.9,189.93,,
ADI,2024-04-22,1.6,186.31,,
ADI,2024-04-19,-2.2,183.36,,
ADI,2024-04-18,-1.0,187.58,,
ADI,2024-04-17,-0.9,189.43,,
ADI,2024-04-16,0.5,191.23,,
ADI,2024-04-15,-1.0,190.29,,
ADI,2024-04-12,-3.2,192.27,,
ADI,2024-04-11,1.2,198.64,,
ADI,2024-04-10,-3.8,196.33,,
ADI,2024-04-09,3.8,204.12,,
ADI,2024-04-08,1.0,196.69,,
ADI,2024-04-05,1.5,194.76,,
ADI,,,,191.95,193.89
ADM,2024-05-01,-0.5,58.37,,
ADM,2024-04-30,-3.3,58.66,,
ADM,2024-04-29,1.0,60.69,,
ADM,2024-04-26,-1.5,60.1,,
ADM,2024-04-25,-0.9,61.0,,
ADM,2024-04-24,-0.4,61.56,,
ADM,2024-04-23,-1.1,61.79,,
ADM,2024-04-22,-0.2,62.5,,
ADM,2024-04-19,1.4,62.6,,
ADM,2024-04-18,2.2,61.72,,
ADM,2024-04-17,0.2,60.42,,
ADM,2024-04-16,-0.4,60.27,,
ADM,2024-04-15,-0.7,60.52,,
ADM,2024-04-12,-2.6,60.97,,
ADM,2024-04-11,-2.1,62.57,,
ADM,2024-04-10,-0.0,63.89,,
ADM,2024-04-09,1.1,63.9,,
ADM,2024-04-08,-0.4,63.18,,
ADM,2024-04-05,0.3,63.46,,
ADM,,,,63.24,58.37
ADMA,2024-05-01,2.3,6.67,,
ADMA,2024-04-30,-0.9,6.52,,
ADMA,2024-04-29,0.5,6.58,,
ADMA,2024-04-26,1.7,6.55,,
ADMA,2024-04-25,-0.3,6.44,,
ADMA,2024-04-24,-1.2,6.46,,
ADMA,2024-04-23,5.5,6.54,,
ADMA,2024-04-22,-1.1,6.2,,
ADMA,2024-04-19,1.1,6.27,,
ADMA,2024-04-18,2.6,6.2,,
ADMA,2024-04-17,-1.9,6.04,,
ADMA,2024-04-16,3.0,6.16,,
ADMA,2024-04-15,-0.7,5.98,,
ADMA,2024-04-12,-3.2,6.02,,
ADMA,2024-04-11,3.0,6.22,,
ADMA,2024-04-10,-1.1,6.04,,
ADMA,2024-04-09,-1.8,6.11,,
ADMA,2024-04-08,-2.7,6.22,,
ADMA,2024-04-05,1.8,6.39,,
ADMA,,,,6.28,6.67
ADNT,2024-05-01,-1.4,29.44,,
ADNT,2024-04-30,-2.9,29.87,,
ADNT,2024-04-29,1.1,30.75,,
ADNT,2024-04-26,3.4,30.42,,
ADNT,2024-04-25,-0.9,29.41,,
ADNT,2024-04-24,2.6,29.69,,
ADNT,2024-04-23,-0.2,28.94,,
ADNT,2024-04-22,0.6,28.99,,
ADNT,2024-04-19,2.9,28.83,,
ADNT,2024-04-18,-0.3,28.02,,
ADNT,2024-04-17,-1.9,28.11,,
ADNT,2024-04-16,-1.9,28.64,,
ADNT,2024-04-15,-1.9,29.19,,
ADNT,2024-04-12,-4.4,29.76,,
ADNT,2024-04-11,2.9,31.13,,
ADNT,2024-04-10,-4.8,30.24,,
ADNT,2024-04-09,2.2,31.78,,
ADNT,2024-04-08,-0.1,31.11,,
ADNT,2024-04-05,-0.4,31.15,,
ADNT,,,,31.26,29.44
ADP,2024-05-01,2.2,247.33,,
ADP,2024-04-30,-0.8,241.89,,
ADP,2024-04-29,0.4,243.95,,
ADP,2024-04-26,-1.3,243.07,,
ADP,2024-04-25,-0.1,246.34,,
ADP,2024-04-24,-0.1,246.61,,
ADP,2024-04-23,0.2,246.84,,
ADP,2024-04-22,1.2,246.31,,
ADP,2024-04-19,0.5,243.31,,
ADP,2024-04-18,-0.4,241.99,,
ADP,2024-04-17,-0.5,242.9,,
ADP,2024-04-16,0.1,244.21,,
ADP,2024-04-15,0.1,244.08,,
ADP,2024-04-12,-0.2,243.85,,
ADP,2024-04-11,-0.6,244.42,,
ADP,2024-04-10,-1.7,245.79,,
ADP,2024-04-09,1.4,250.01,,
ADP,2024-04-08,0.7,246.64,,
ADP,2024-04-05,1.4,244.85,,
ADP,,,,241.49,247.33
ADSK,2024-05-01,-1.0,210.71,,
ADSK,2024-04-30,-1.8,212.85,,
ADSK,2024-04-29,-0.5,216.78,,
ADSK,2024-04-26,0.7,217.93,,
ADSK,2024-04-25,0.7,216.4,,
ADSK,2024-04-24,-1.3,215.0,,
ADSK,2024-04-23,0.4,217.93,,
ADSK,2024-04-22,0.3,217.13,,
ADSK,2024-04-19,2.8,216.5,,
ADSK,2024-04-18,-2.0,210.63,,
ADSK,2024-04-17,-5.8,214.92,,
ADSK,2024-04-16,-0.6,228.24,,
ADSK,2024-04-15,-3.1,229.62,,
ADSK,2024-04-12,-1.7,236.98,,
ADSK,2024-04-11,0.9,241.06,,
ADSK,2024-04-10,-3.6,239.01,,
ADSK,2024-04-09,0.8,247.93,,
ADSK,2024-04-08,0.5,245.89,,
ADSK,2024-04-05,-0.0,244.74,,
ADSK,,,,244.81,210.71
ADT,2024-05-01,0.0,6.5,,
ADT,2024-04-30,-0.8,6.5,,
ADT,2024-04-29,1.9,6.55,,
ADT,2024-04-26,1.6,6.43,,
ADT,2024-04-25,-0.8,6.33,,
ADT,2024-04-24,0.3,6.38,,
ADT,2024-04-23,1.3,6.36,,
ADT,2024-04-22,1.5,6.28,,
ADT,2024-04-19,0.2,6.19,,
ADT,2024-04-18,0.0,6.18,,
ADT,2024-04-17,0.3,6.18,,
ADT,2024-04-16,-1.1,6.16,,
ADT,2024-04-15,-2.0,6.23,,
ADT,2024-04-12,-1.5,6.36,,
ADT,2024-04-11,-0.2,6.46,,
ADT,2024-04-10,-2.7,6.47,,
ADT,2024-04-09,1.5,6.65,,
ADT,2024-04-08,1.9,6.55,,
ADT,2024-04-05,2.4,6.43,,
ADT,,,,6.28,6.5
AEE,2024-05-01,0.8,74.49,,
AEE,2024-04-30,-0.6,73.87,,
AEE,2024-04-29,0.9,74.35,,
AEE,2024-04-26,-1.5,73.66,,
AEE,2024-04-25,0.1,74.76,,
AEE,2024-04-24,0.9,74.71,,
AEE,2024-04-23,-0.5,74.02,,
AEE,2024-04-22,0.7,74.38,,
AEE,2024-04-19,1.9,73.88,,
AEE,2024-04-18,0.8,72.51,,
AEE,2024-04-17,2.3,71.93,,
AEE,2024-04-16,-1.7,70.34,,
AEE,2024-04-15,-0.3,71.58,,
AEE,2024-04-12,-0.4,71.76,,
AEE,2024-04-11,-0.3,72.05,,
AEE,2024-04-10,-2.3,72.28,,
AEE,2024-04-09,0.9,73.99,,
AEE,2024-04-08,0.9,73.34,,
AEE,2024-04-05,-0.2,72.71,,
AEE,,,,72.89,74.49
AEM,2024-05-01,1.4,64.24,,
AEM,2024-04-30,-3.7,63.35,,
AEM,2024-04-29,0.4,65.81,,
AEM,2024-04-26,0.9,65.52,,
AEM,2024-04-25,2.0,64.94,,
AEM,2024-04-24,1.2,63.69,,
AEM,2024-04-23,1.1,62.92,,
AEM,2024-04-22,-2.5,62.26,,
AEM,2024-04-19,0.6,63.84,,
AEM,2024-04-18,1.6,63.47,,
AEM,2024-04-17,1.2,62.49,,
AEM,2024-04-16,0.5,61.74,,
AEM,2024-04-15,-0.0,61.43,,
AEM,2024-04-12,-0.4,61.45,,
AEM,2024-04-11,0.7,61.67,,
AEM,2024-04-10,-1.5,61.26,,
AEM,2024-04-09,1.7,62.21,,
AEM,2024-04-08,-1.4,61.15,,
AEM,2024-04-05,2.3,62.0,,
AEM,,,,60.59,64.24
AEO,2024-05-01,-2.3,23.7,,
AEO,2024-04-30,-2.3,24.26,,
AEO,2024-04-29,1.8,24.83,,
AEO,2024-04-26,6.3,24.39,,
AEO,2024-04-25,1.4,22.94,,
AEO,2024-04-24,-2.2,22.63,,
AEO,2024-04-23,2.8,23.14,,
AEO,2024-04-22,0.6,22.52,,
AEO,2024-04-19,0.2,22.38,,
AEO,2024-04-18,-0.1,22.34,,
AEO,2024-04-17,0.3,22.37,,
AEO,2024-04-16,-1.5,22.3,,
AEO,2024-04-15,-1.8,22.65,,
AEO,2024-04-12,-2.2,23.07,,
AEO,2024-04-11,0.4,23.6,,
AEO,2024-04-10,-3.6,23.51,,
AEO,2024-04-09,-0.1,24.4,,
AEO,2024-04-08,-0.3,24.42,,
AEO,2024-04-05,0.5,24.5,,
AEO,,,,24.37,23.7
AEP,2024-05-01,2.5,88.15,,
AEP,2024-04-30,-0.7,86.03,,
AEP,2024-04-29,1.7,86.67,,
AEP,2024-04-26,-1.8,85.26,,
AEP,2024-04-25,0.6,86.86,,
AEP,2024-04-24,0.9,86.37,,
AEP,2024-04-23,0.8,85.56,,
AEP,2024-04-22,0.8,84.9,,
AEP,2024-04-19,2.0,84.2,,
AEP,2024-04-18,1.6,82.56,,
AEP,2024-04-17,2.2,81.24,,
AEP,2024-04-16,-1.7,79.51,,
AEP,2024-04-15,-1.4,80.91,,
AEP,2024-04-12,-1.0,82.1,,
AEP,2024-04-11,-0.5,82.91,,
AEP,2024-04-10,-2.1,83.29,,
AEP,2024-04-09,1.0,85.08,,
AEP,2024-04-08,0.4,84.27,,
AEP,2024-04-05,-0.0,83.95,,
AEP,,,,83.96,88.15
AER,2024-05-01,1.2,85.52,,
AER,2024-04-30,-2.6,84.49,,
AER,2024-04-29,1.5,86.74,,
AER,2024-04-26,0.4,85.49,,
AER,2024-04-25,0.1,85.18,,
AER,2024-04-24,-1.2,85.11,,
AER,2024-04-23,2.0,86.13,,
AER,2024-04-22,1.4,84.41,,
AER,2024-04-19,-0.6,83.21,,
AER,2024-04-18,0.2,83.74,,
AER,2024-04-17,1.3,83.59,,
AER,2024-04-16,0.0,82.54,,
AER,2024-04-15,-0.6,82.5,,
AER,2024-04-12,-1.2,83.02,,
AER,2024-04-11,-1.2,84.06,,
AER,2024-04-10,-1.2,85.04,,
AER,2024-04-09,-1.1,86.03,,
AER,2024-04-08,-0.4,87.02,,
AER,2024-04-05,1.6,87.38,,
AER,,,,86.0,85.52
AES,2024-05-01,1.5,18.17,,
AES,2024-04-30,0.2,17.9,,
AES,2024-04-29,3.8,17.86,,
AES,2024-04-26,0.5,17.21,,
AES,2024-04-25,-1.4,17.13,,
AES,2024-04-24,1.4,17.37,,
AES,2024-04-23,2.6,17.13,,
AES,2024-04-22,1.8,16.7,,
AES,2024-04-19,0.8,16.4,,
AES,2024-04-18,0.8,16.27,,
AES,2024-04-17,1.4,16.14,,
AES,2024-04-16,-1.5,15.91,,
AES,2024-04-15,-4.1,16.16,,
AES,2024-04-12,-5.4,16.85,,
AES,2024-04-11,0.8,17.82,,
AES,2024-04-10,-3.3,17.68,,
AES,2024-04-09,-0.1,18.29,,
AES,2024-04-08,1.2,18.3,,
AES,2024-04-05,-0.3,18.08,,
AES,,,,18.14,18.17
AFL,2024-05-01,1.1,84.57,,
AFL,2024-04-30,-1.1,83.65,,
AFL,2024-04-29,1.1,84.54,,
AFL,2024-04-26,-0.1,83.61,,
AFL,2024-04-25,-0.7,83.73,,
AFL,2024-04-24,0.6,84.28,,
AFL,2024-04-23,0.3,83.75,,
AFL,2024-04-22,0.3,83.52,,
AFL,2024-04-19,2.8,83.23,,
AFL,2024-04-18,0.9,80.98,,
AFL,2024-04-17,-0.2,80.26,,
AFL,2024-04-16,0.2,80.43,,
AFL,2024-04-15,-0.0,80.27,,
AFL,2024-04-12,0.8,80.28,,
AFL,2024-04-11,-4.0,79.64,,
AFL,2024-04-10,-0.3,82.92,,
AFL,2024-04-09,-2.3,83.17,,
AFL,2024-04-08,-0.3,85.14,,
AFL,2024-04-05,1.3,85.42,,
AFL,,,,84.36,84.57
AFRM,2024-05-01,0.8,32.12,,
AFRM,2024-04-30,-4.6,31.88,,
AFRM,2024-04-29,0.3,33.42,,
AFRM,2024-04-26,5.3,33.33,,
AFRM,2024-04-25,-1.3,31.65,,
AFRM,2024-04-24,-2.1,32.08,,
AFRM,2024-04-23,2.5,32.76,,
AFRM,2024-04-22,3.1,31.965,,
AFRM,2024-04-19,-0.4,31.01,,
AFRM,2024-04-18,0.9,31.15,,
AFRM,2024-04-17,-0.2,30.87,,
AFRM,2024-04-16,-0.5,30.92,,
AFRM,2024-04-15,-4.8,31.06,,
AFRM,2024-04-12,-3.5,32.62,,
AFRM,2024-04-11,0.7,33.8,,
AFRM,2024-04-10,-5.1,33.57,,
AFRM,2024-04-09,3.7,35.37,,
AFRM,2024-04-08,3.8,34.11,,
AFRM,2024-04-05,2.4,32.87,,
AFRM,,,,32.11,32.12
AG,2024-05-01,0.9,6.73,,
AG,2024-04-30,-2.6,6.67,,
AG,2024-04-29,-2.7,6.85,,
AG,2024-04-26,1.4,7.04,,
AG,2024-04-25,2.1,6.94,,
AG,2024-04-24,-0.3,6.8,,
AG,2024-04-23,4.1,6.82,,
AG,2024-04-22,-2.7,6.55,,
AG,2024-04-19,-0.6,6.73,,
AG,2024-04-18,-1.0,6.77,,
AG,2024-04-17,0.0,6.84,,
