symbol,price_day,price_change,closing_price,start_price,end_price 
DRVN,2024-05-01,2.3,14.66,,
DRVN,2024-04-30,-1.3,14.33,,
DRVN,2024-04-29,0.9,14.52,,
DRVN,2024-04-26,-0.3,14.39,,
DRVN,2024-04-25,1.3,14.43,,
DRVN,2024-04-24,-5.3,14.25,,
DRVN,2024-04-23,4.4,15.05,,
DRVN,2024-04-22,2.1,14.41,,
DRVN,2024-04-19,-2.9,14.11,,
DRVN,2024-04-18,-0.3,14.53,,
DRVN,2024-04-17,1.2,14.57,,
DRVN,2024-04-16,-1.7,14.4,,
DRVN,2024-04-15,1.2,14.65,,
DRVN,2024-04-12,-4.1,14.48,,
DRVN,2024-04-11,-0.7,15.1,,
DRVN,2024-04-10,-0.3,15.2,,
DRVN,2024-04-09,1.9,15.24,,
DRVN,2024-04-08,0.3,14.95,,
DRVN,2024-04-05,0.4,14.9,,
DRVN,,,,14.84,14.66
DT,2024-05-01,0.6,45.58,,
DT,2024-04-30,-2.6,45.31,,
DT,2024-04-29,-1.3,46.51,,
DT,2024-04-26,1.1,47.1,,
DT,2024-04-25,-0.3,46.6,,
DT,2024-04-24,1.1,46.74,,
DT,2024-04-23,1.6,46.25,,
DT,2024-04-22,0.3,45.54,,
DT,2024-04-19,-1.9,45.4,,
DT,2024-04-18,4.1,46.26,,
DT,2024-04-17,-0.2,44.43,,
DT,2024-04-16,-0.9,44.52,,
DT,2024-04-15,-2.0,44.94,,
DT,2024-04-12,-3.5,45.85,,
DT,2024-04-11,0.2,47.53,,
DT,2024-04-10,-0.6,47.45,,
DT,2024-04-09,1.4,47.73,,
DT,2024-04-08,2.4,47.09,,
DT,2024-04-05,0.0,45.98,,
DT,,,,45.97,45.58
DTE,2024-05-01,0.9,111.33,,
DTE,2024-04-30,-0.5,110.32,,
DTE,2024-04-29,1.2,110.83,,
DTE,2024-04-26,-1.5,109.52,,
DTE,2024-04-25,-0.4,111.14,,
DTE,2024-04-24,1.3,111.55,,
DTE,2024-04-23,0.0,110.12,,
DTE,2024-04-22,1.4,110.12,,
DTE,2024-04-19,2.0,108.57,,
DTE,2024-04-18,1.1,106.48,,
DTE,2024-04-17,2.0,105.27,,
DTE,2024-04-16,-2.2,103.2,,
DTE,2024-04-15,-0.7,105.52,,
DTE,2024-04-12,0.1,106.25,,
DTE,2024-04-11,-0.5,106.13,,
DTE,2024-04-10,-2.9,106.64,,
DTE,2024-04-09,0.3,109.87,,
DTE,2024-04-08,0.4,109.5,,
DTE,2024-04-05,-0.4,109.1,,
DTE,,,,109.56,111.33
DUK,2024-05-01,1.5,99.78,,
DUK,2024-04-30,-0.5,98.26,,
DUK,2024-04-29,1.0,98.73,,
DUK,2024-04-26,-1.3,97.71,,
DUK,2024-04-25,0.1,99.03,,
DUK,2024-04-24,0.8,98.96,,
DUK,2024-04-23,0.1,98.2,,
DUK,2024-04-22,-0.1,98.12,,
DUK,2024-04-19,2.4,98.24,,
DUK,2024-04-18,1.5,95.93,,
DUK,2024-04-17,1.8,94.5,,
DUK,2024-04-16,-1.3,92.87,,
DUK,2024-04-15,-0.8,94.13,,
DUK,2024-04-12,-0.4,94.9,,
DUK,2024-04-11,-0.1,95.29,,
DUK,2024-04-10,-2.0,95.41,,
DUK,2024-04-09,1.0,97.32,,
DUK,2024-04-08,0.4,96.31,,
DUK,2024-04-05,-0.2,95.91,,
DUK,,,,96.12,99.78
DV,2024-05-01,1.4,29.72,,
DV,2024-04-30,-4.2,29.3,,
DV,2024-04-29,1.2,30.6,,
DV,2024-04-26,0.3,30.23,,
DV,2024-04-25,-2.1,30.14,,
DV,2024-04-24,1.0,30.79,,
DV,2024-04-23,2.9,30.49,,
DV,2024-04-22,0.7,29.63,,
DV,2024-04-19,-2.4,29.43,,
DV,2024-04-18,0.4,30.14,,
DV,2024-04-17,-0.5,30.03,,
DV,2024-04-16,-2.0,30.17,,
DV,2024-04-15,-4.8,30.8,,
DV,2024-04-12,-2.0,32.36,,
DV,2024-04-11,-0.8,33.01,,
DV,2024-04-10,0.0,33.29,,
DV,2024-04-09,1.3,33.28,,
DV,2024-04-08,0.2,32.84,,
DV,2024-04-05,-1.3,32.76,,
DV,,,,33.2,29.72
DVAX,2024-05-01,2.7,11.68,,
DVAX,2024-04-30,0.3,11.37,,
DVAX,2024-04-29,1.2,11.34,,
DVAX,2024-04-26,0.4,11.21,,
DVAX,2024-04-25,-2.2,11.17,,
DVAX,2024-04-24,-2.9,11.42,,
DVAX,2024-04-23,-0.7,11.76,,
DVAX,2024-04-22,0.3,11.84,,
DVAX,2024-04-19,4.1,11.8,,
DVAX,2024-04-18,-0.8,11.34,,
DVAX,2024-04-17,-0.5,11.43,,
DVAX,2024-04-16,-1.7,11.49,,
DVAX,2024-04-15,-1.3,11.69,,
DVAX,2024-04-12,-1.4,11.84,,
DVAX,2024-04-11,0.5,12.01,,
DVAX,2024-04-10,-0.6,11.95,,
DVAX,2024-04-09,-0.2,12.02,,
DVAX,2024-04-08,0.0,12.05,,
DVAX,2024-04-05,-0.2,12.05,,
DVAX,,,,12.08,11.68
DVN,2024-05-01,-1.5,50.4,,
DVN,2024-04-30,-3.6,51.18,,
DVN,2024-04-29,0.7,53.08,,
DVN,2024-04-26,0.2,52.71,,
DVN,2024-04-25,1.0,52.61,,
DVN,2024-04-24,-0.9,52.1,,
DVN,2024-04-23,0.8,52.57,,
DVN,2024-04-22,0.6,52.13,,
DVN,2024-04-19,0.8,51.83,,
DVN,2024-04-18,-0.5,51.43,,
DVN,2024-04-17,-1.0,51.67,,
DVN,2024-04-16,-0.9,52.18,,
DVN,2024-04-15,-1.4,52.68,,
DVN,2024-04-12,-0.9,53.42,,
DVN,2024-04-11,-1.1,53.9,,
DVN,2024-04-10,0.7,54.51,,
DVN,2024-04-09,1.3,54.14,,
DVN,2024-04-08,0.3,53.43,,
DVN,2024-04-05,1.4,53.27,,
DVN,,,,52.54,50.4
DXC,2024-05-01,-2.5,19.0,,
DXC,2024-04-30,-3.9,19.49,,
DXC,2024-04-29,1.0,20.28,,
DXC,2024-04-26,-1.4,20.08,,
DXC,2024-04-25,-3.1,20.37,,
DXC,2024-04-24,-0.6,21.03,,
DXC,2024-04-23,3.6,21.16,,
DXC,2024-04-22,1.4,20.42,,
DXC,2024-04-19,2.9,20.14,,
DXC,2024-04-18,-1.1,19.58,,
DXC,2024-04-17,-1.0,19.79,,
DXC,2024-04-16,-0.6,19.98,,
DXC,2024-04-15,-0.9,20.11,,
DXC,2024-04-12,-4.3,20.3,,
DXC,2024-04-11,0.2,21.21,,
DXC,2024-04-10,-4.2,21.16,,
DXC,2024-04-09,5.8,22.09,,
DXC,2024-04-08,2.0,20.87,,
DXC,2024-04-05,-2.1,20.46,,
DXC,,,,20.9,19.0
DXCM,2024-05-01,-1.2,125.88,,
DXCM,2024-04-30,1.3,127.39,,
DXCM,2024-04-29,1.2,125.81,,
DXCM,2024-04-26,-9.9,124.34,,
DXCM,2024-04-25,0.1,138.01,,
DXCM,2024-04-24,2.9,137.87,,
DXCM,2024-04-23,1.9,134.0,,
DXCM,2024-04-22,0.6,131.52,,
DXCM,2024-04-19,-2.7,130.71,,
DXCM,2024-04-18,0.3,134.3,,
DXCM,2024-04-17,-1.9,133.86,,
DXCM,2024-04-16,1.5,136.52,,
DXCM,2024-04-15,-1.2,134.56,,
DXCM,2024-04-12,-2.5,136.14,,
DXCM,2024-04-11,-0.5,139.62,,
DXCM,2024-04-10,-0.1,140.32,,
DXCM,2024-04-09,0.4,140.45,,
DXCM,2024-04-08,0.7,139.94,,
DXCM,2024-04-05,4.2,138.93,,
DXCM,,,,133.34,125.88
DYN,2024-05-01,2.1,25.83,,
DYN,2024-04-30,-0.6,25.31,,
DYN,2024-04-29,3.0,25.46,,
DYN,2024-04-26,4.4,24.73,,
DYN,2024-04-25,-5.1,23.695,,
DYN,2024-04-24,-1.8,24.98,,
DYN,2024-04-23,2.3,25.44,,
DYN,2024-04-22,4.2,24.87,,
DYN,2024-04-19,0.9,23.86,,
DYN,2024-04-18,-4.7,23.65,,
DYN,2024-04-17,0.8,24.82,,
DYN,2024-04-16,-3.2,24.63,,
DYN,2024-04-15,-1.6,25.44,,
DYN,2024-04-12,-5.6,25.85,,
DYN,2024-04-11,2.0,27.38,,
DYN,2024-04-10,-1.5,26.83,,
DYN,2024-04-09,1.2,27.23,,
DYN,2024-04-08,1.7,26.9,,
DYN,2024-04-05,-0.0,26.44,,
DYN,,,,26.45,25.83
EA,2024-05-01,1.1,128.18,,
EA,2024-04-30,-0.8,126.82,,
EA,2024-04-29,0.0,127.9,,
EA,2024-04-26,0.5,127.9,,
EA,2024-04-25,-0.6,127.31,,
EA,2024-04-24,0.8,128.14,,
EA,2024-04-23,0.0,127.14,,
EA,2024-04-22,-0.1,127.12,,
EA,2024-04-19,1.3,127.27,,
EA,2024-04-18,-0.5,125.63,,
EA,2024-04-17,-0.2,126.31,,
EA,2024-04-16,-0.4,126.55,,
EA,2024-04-15,-0.7,127.05,,
EA,2024-04-12,-1.0,127.89,,
EA,2024-04-11,-0.1,129.18,,
EA,2024-04-10,-1.1,129.3,,
EA,2024-04-09,0.5,130.69,,
EA,2024-04-08,-0.2,130.0,,
EA,,,,130.29,128.18
EAT,2024-05-01,2.5,54.95,,
EAT,2024-04-30,7.9,53.6,,
EAT,2024-04-29,1.7,49.66,,
EAT,2024-04-26,1.2,48.83,,
EAT,2024-04-25,1.4,48.27,,
EAT,2024-04-24,-0.9,47.59,,
EAT,2024-04-23,3.9,48.0,,
EAT,2024-04-22,2.2,46.21,,
EAT,2024-04-19,-0.2,45.23,,
EAT,2024-04-18,2.8,45.3,,
EAT,2024-04-17,-2.7,44.07,,
EAT,2024-04-16,0.6,45.28,,
EAT,2024-04-15,-0.5,45.02,,
EAT,2024-04-12,-3.0,45.24,,
EAT,2024-04-11,-1.1,46.65,,
EAT,2024-04-10,-1.5,47.18,,
EAT,2024-04-09,-0.6,47.91,,
EAT,2024-04-08,4.5,48.2,,
EAT,2024-04-05,-2.1,46.14,,
EAT,,,,47.11,54.95
EBAY,2024-05-01,-0.9,51.06,,
EBAY,2024-04-30,-2.3,51.54,,
EBAY,2024-04-29,1.4,52.75,,
EBAY,2024-04-26,1.3,52.02,,
EBAY,2024-04-25,0.3,51.34,,
EBAY,2024-04-24,-0.1,51.18,,
EBAY,2024-04-23,0.6,51.25,,
EBAY,2024-04-22,1.1,50.94,,
EBAY,2024-04-19,0.9,50.39,,
EBAY,2024-04-18,1.0,49.95,,
EBAY,2024-04-17,-1.6,49.45,,
EBAY,2024-04-16,-1.3,50.25,,
EBAY,2024-04-15,-0.8,50.89,,
EBAY,2024-04-12,-1.1,51.31,,
EBAY,2024-04-11,-1.1,51.89,,
EBAY,2024-04-10,1.0,52.46,,
EBAY,2024-04-09,0.7,51.96,,
EBAY,2024-04-08,-0.9,51.58,,
EBAY,2024-04-05,1.3,52.06,,
EBAY,,,,51.4,51.06
ECL,2024-05-01,-0.5,224.98,,
ECL,2024-04-30,2.0,226.15,,
ECL,2024-04-29,0.3,221.67,,
ECL,2024-04-26,0.6,221.1,,
ECL,2024-04-25,-0.4,219.79,,
ECL,2024-04-24,0.5,220.78,,
ECL,2024-04-23,0.2,219.66,,
ECL,2024-04-22,0.5,219.31,,
ECL,2024-04-19,-0.5,218.16,,
ECL,2024-04-18,-0.0,219.21,,
ECL,2024-04-17,-0.5,219.25,,
ECL,2024-04-16,0.6,220.38,,
ECL,2024-04-15,-1.2,219.04,,
ECL,2024-04-12,0.4,221.69,,
ECL,2024-04-11,-0.6,220.75,,
ECL,2024-04-10,-1.6,222.15,,
ECL,2024-04-09,-0.4,225.79,,
ECL,2024-04-08,-0.4,226.79,,
ECL,2024-04-05,1.4,227.75,,
ECL,,,,224.58,224.98
ED,2024-05-01,0.4,94.8,,
ED,2024-04-30,0.5,94.4,,
ED,2024-04-29,1.1,93.97,,
ED,2024-04-26,-1.3,92.93,,
ED,2024-04-25,0.7,94.11,,
ED,2024-04-24,0.6,93.43,,
ED,2024-04-23,0.1,92.84,,
ED,2024-04-22,1.0,92.73,,
ED,2024-04-19,1.0,91.77,,
ED,2024-04-18,0.6,90.9,,
ED,2024-04-17,3.3,90.33,,
ED,2024-04-16,-2.1,87.42,,
ED,2024-04-15,0.8,89.32,,
ED,2024-04-12,0.1,88.63,,
ED,2024-04-11,-0.4,88.55,,
ED,2024-04-10,-2.5,88.89,,
ED,2024-04-09,0.6,91.13,,
ED,2024-04-08,1.1,90.6,,
ED,2024-04-05,-0.6,89.65,,
ED,,,,90.19,94.8
EDR,2024-05-01,0.0,26.41,,
EDR,2024-04-30,-0.2,26.41,,
EDR,2024-04-29,-0.2,26.45,,
EDR,2024-04-26,0.3,26.5,,
EDR,2024-04-25,-0.0,26.43,,
EDR,2024-04-24,0.3,26.44,,
EDR,2024-04-23,-0.3,26.35,,
EDR,2024-04-22,-0.3,26.42,,
EDR,2024-04-19,0.2,26.5,,
EDR,2024-04-18,0.4,26.44,,
EDR,2024-04-17,-0.1,26.33,,
EDR,2024-04-16,-0.1,26.36,,
EDR,2024-04-15,-0.1,26.38,,
EDR,2024-04-12,0.0,26.41,,
EDR,2024-04-11,0.0,26.4,,
EDR,2024-04-10,-0.6,26.39,,
EDR,2024-04-09,0.0,26.56,,
EDR,2024-04-08,0.7,26.55,,
EDR,2024-04-05,0.2,26.37,,
EDR,,,,26.33,26.41
EGO,2024-05-01,1.1,14.41,,
EGO,2024-04-30,-6.1,14.26,,
EGO,2024-04-29,-0.1,15.19,,
EGO,2024-04-26,2.8,15.2,,
EGO,2024-04-25,3.1,14.78,,
EGO,2024-04-24,-0.8,14.34,,
EGO,2024-04-23,1.0,14.45,,
EGO,2024-04-22,-4.9,14.31,,
EGO,2024-04-19,0.9,15.04,,
EGO,2024-04-18,-0.4,14.9,,
EGO,2024-04-17,-0.7,14.96,,
EGO,2024-04-16,-0.3,15.06,,
EGO,2024-04-15,-0.3,15.1,,
EGO,2024-04-12,-2.9,15.14,,
EGO,2024-04-11,2.0,15.6,,
EGO,2024-04-10,-2.3,15.3,,
EGO,2024-04-09,3.9,15.66,,
EGO,2024-04-08,-0.3,15.07,,
EGO,2024-04-05,2.6,15.12,,
EGO,,,,14.73,14.41
EIX,2024-05-01,0.3,71.28,,
EIX,2024-04-30,-0.4,71.06,,
EIX,2024-04-29,1.7,71.33,,
EIX,2024-04-26,-1.4,70.14,,
EIX,2024-04-25,0.4,71.13,,
EIX,2024-04-24,-0.0,70.82,,
EIX,2024-04-23,0.3,70.85,,
EIX,2024-04-22,1.0,70.66,,
EIX,2024-04-19,2.6,69.93,,
EIX,2024-04-18,0.1,68.13,,
EIX,2024-04-17,1.8,68.04,,
EIX,2024-04-16,-1.6,66.81,,
EIX,2024-04-15,-1.1,67.88,,
EIX,2024-04-12,-0.3,68.63,,
EIX,2024-04-11,-0.1,68.84,,
EIX,2024-04-10,-2.8,68.92,,
EIX,2024-04-09,0.3,70.89,,
EIX,2024-04-08,-0.2,70.68,,
EIX,2024-04-05,1.4,70.82,,
EIX,,,,69.85,71.28
EL,2024-05-01,-13.2,127.37,,
EL,2024-04-30,-0.1,146.71,,
EL,2024-04-29,-0.4,146.79,,
EL,2024-04-26,1.7,147.45,,
EL,2024-04-25,-1.6,144.99,,
EL,2024-04-24,-1.1,147.36,,
EL,2024-04-23,1.1,148.98,,
EL,2024-04-22,2.1,147.42,,
EL,2024-04-19,-0.3,144.41,,
EL,2024-04-18,4.9,144.81,,
EL,2024-04-17,0.8,138.04,,
EL,2024-04-16,-0.2,136.93,,
EL,2024-04-15,-1.1,137.24,,
EL,2024-04-12,-4.6,138.8,,
EL,2024-04-11,0.4,145.43,,
EL,2024-04-10,-2.5,144.87,,
EL,2024-04-09,2.1,148.55,,
EL,2024-04-08,0.7,145.43,,
EL,2024-04-05,0.1,144.43,,
EL,,,,144.31,127.37
ELAN,2024-05-01,-0.1,13.15,,
ELAN,2024-04-30,-3.0,13.16,,
ELAN,2024-04-29,2.3,13.57,,
ELAN,2024-04-26,1.7,13.26,,
ELAN,2024-04-25,-2.0,13.04,,
ELAN,2024-04-24,-1.1,13.31,,
ELAN,2024-04-23,4.1,13.46,,
ELAN,2024-04-22,-0.2,12.93,,
ELAN,2024-04-19,-4.6,12.95,,
ELAN,2024-04-18,1.2,13.57,,
ELAN,2024-04-17,-1.7,13.41,,
ELAN,2024-04-16,-1.7,13.64,,
ELAN,2024-04-15,-3.3,13.87,,
ELAN,2024-04-12,-2.7,14.35,,
ELAN,2024-04-11,0.0,14.75,,
ELAN,2024-04-10,-3.4,14.75,,
ELAN,2024-04-09,-1.4,15.27,,
ELAN,2024-04-08,-0.5,15.48,,
ELAN,2024-04-05,0.5,15.56,,
ELAN,,,,15.49,13.15
ELF,2024-05-01,-2.5,158.52,,
ELF,2024-04-30,-5.4,162.53,,
ELF,2024-04-29,-4.3,171.86,,
ELF,2024-04-26,2.0,179.63,,
ELF,2024-04-25,-0.5,176.03,,
ELF,2024-04-24,-0.0,176.98,,
ELF,2024-04-23,9.6,176.99,,
ELF,2024-04-22,3.0,161.46,,
ELF,2024-04-19,-6.4,156.73,,
ELF,2024-04-18,0.8,167.51,,
ELF,2024-04-17,0.4,166.26,,
ELF,2024-04-16,1.4,165.68,,
ELF,2024-04-15,0.3,163.4,,
ELF,2024-04-12,-2.6,162.91,,
ELF,2024-04-11,0.0,167.22,,
ELF,2024-04-10,-1.7,167.18,,
ELF,2024-04-09,2.7,170.15,,
ELF,2024-04-08,2.7,165.66,,
ELF,2024-04-05,-0.7,161.38,,
ELF,,,,162.53,158.52
ELV,2024-05-01,-0.7,524.84,,
ELV,2024-04-30,-1.0,528.58,,
ELV,2024-04-29,-0.6,533.98,,
ELV,2024-04-26,-0.4,537.26,,
ELV,2024-04-25,1.1,539.68,,
ELV,2024-04-24,0.2,533.73,,
ELV,2024-04-23,0.1,532.92,,
ELV,2024-04-22,0.2,532.22,,
ELV,2024-04-19,1.2,531.42,,
ELV,2024-04-18,3.2,525.19,,
ELV,2024-04-17,0.4,508.97,,
ELV,2024-04-16,1.4,506.97,,
ELV,2024-04-15,0.5,500.09,,
ELV,2024-04-12,-0.9,497.49,,
ELV,2024-04-11,-1.1,501.96,,
ELV,2024-04-10,-1.3,507.74,,
ELV,2024-04-09,0.9,514.4,,
ELV,2024-04-08,0.5,510.0,,
ELV,2024-04-05,1.8,507.35,,
ELV,,,,498.6,524.84
EMN,2024-05-01,0.3,94.76,,
EMN,2024-04-30,-3.0,94.44,,
EMN,2024-04-29,1.9,97.34,,
EMN,2024-04-26,-0.6,95.56,,
EMN,2024-04-25,-0.2,96.13,,
EMN,2024-04-24,-0.5,96.36,,
EMN,2024-04-23,-0.3,96.8,,
EMN,2024-04-22,0.7,97.06,,
EMN,2024-04-19,0.4,96.42,,
EMN,2024-04-18,0.1,96.02,,
EMN,2024-04-17,-0.4,95.97,,
EMN,2024-04-16,-0.9,96.4,,
EMN,2024-04-15,-0.7,97.32,,
EMN,2024-04-12,-2.0,97.98,,
EMN,2024-04-11,-0.6,100.02,,
EMN,2024-04-10,-1.3,100.65,,
EMN,2024-04-09,1.4,101.95,,
EMN,2024-04-08,0.7,100.53,,
EMN,2024-04-05,0.2,99.83,,
EMN,,,,99.67,94.76
EMR,2024-05-01,-1.2,106.45,,
EMR,2024-04-30,-1.8,107.78,,
EMR,2024-04-29,-0.1,109.76,,
EMR,2024-04-26,0.3,109.89,,
EMR,2024-04-25,-0.0,109.6,,
EMR,2024-04-24,-0.1,109.62,,
EMR,2024-04-23,1.0,109.77,,
EMR,2024-04-22,0.0,108.63,,
EMR,2024-04-19,-0.7,108.58,,
EMR,2024-04-18,-0.5,109.31,,
EMR,2024-04-17,-1.5,109.81,,
EMR,2024-04-16,-0.2,111.49,,
EMR,2024-04-15,-0.8,111.76,,
EMR,2024-04-12,-0.8,112.65,,
EMR,2024-04-11,-0.5,113.52,,
EMR,2024-04-10,-0.1,114.08,,
EMR,2024-04-09,-0.4,114.25,,
EMR,2024-04-08,0.1,114.67,,
EMR,2024-04-05,1.3,114.54,,
EMR,,,,113.04,106.45
ENB,2024-05-01,0.1,35.59,,
ENB,2024-04-30,-1.2,35.54,,
ENB,2024-04-29,0.4,35.96,,
ENB,2024-04-26,-1.2,35.82,,
ENB,2024-04-25,1.7,36.26,,
ENB,2024-04-24,0.7,35.66,,
ENB,2024-04-23,0.2,35.42,,
ENB,2024-04-22,1.4,35.35,,
ENB,2024-04-19,2.8,34.86,,
ENB,2024-04-18,1.7,33.9,,
ENB,2024-04-17,1.1,33.33,,
ENB,2024-04-16,-2.3,32.97,,
ENB,2024-04-15,-1.3,33.75,,
ENB,2024-04-12,-1.1,34.18,,
ENB,2024-04-11,0.0,34.55,,
ENB,2024-04-10,-2.2,34.54,,
ENB,2024-04-09,0.2,35.32,,
ENB,2024-04-08,-0.3,35.24,,
ENB,2024-04-05,-0.8,35.35,,
ENB,,,,35.64,35.59
ENPH,2024-05-01,-3.3,105.16,,
ENPH,2024-04-30,-4.5,108.76,,
ENPH,2024-04-29,1.7,113.85,,
ENPH,2024-04-26,3.8,111.93,,
ENPH,2024-04-25,0.6,107.83,,
ENPH,2024-04-24,-5.6,107.17,,
ENPH,2024-04-23,2.7,113.48,,
ENPH,2024-04-22,3.8,110.51,,
ENPH,2024-04-19,-2.5,106.48,,
ENPH,2024-04-18,-2.6,109.17,,
ENPH,2024-04-17,1.4,112.05,,
ENPH,2024-04-16,-1.8,110.47,,
ENPH,2024-04-15,-3.9,112.47,,
ENPH,2024-04-12,-3.8,117.02,,
ENPH,2024-04-11,1.8,121.7,,
ENPH,2024-04-10,-2.0,119.6,,
ENPH,2024-04-09,5.8,121.98,,
ENPH,2024-04-08,2.6,115.24,,
ENPH,2024-04-05,-7.0,112.27,,
ENPH,,,,120.78,105.16
ENTG,2024-05-01,-7.2,123.31,,
ENTG,2024-04-30,-2.3,132.92,,
ENTG,2024-04-29,2.6,136.06,,
ENTG,2024-04-26,3.2,132.6,,
ENTG,2024-04-25,0.5,128.54,,
ENTG,2024-04-24,1.3,127.84,,
ENTG,2024-04-23,1.7,126.17,,
ENTG,2024-04-22,1.5,124.04,,
ENTG,2024-04-19,-3.8,122.2,,
ENTG,2024-04-18,-1.7,127.09,,
ENTG,2024-04-17,-1.3,129.25,,
ENTG,2024-04-16,-0.5,131.0,,
ENTG,2024-04-15,-0.9,131.67,,
ENTG,2024-04-12,-4.5,132.87,,
ENTG,2024-04-11,2.2,139.09,,
ENTG,2024-04-10,-2.2,136.05,,
ENTG,2024-04-09,1.6,139.14,,
ENTG,2024-04-08,-1.4,136.91,,
ENTG,2024-04-05,2.6,138.85,,
ENTG,,,,135.28,123.31
ENVX,2024-05-01,4.0,6.51,,
ENVX,2024-04-30,-3.5,6.26,,
ENVX,2024-04-29,0.5,6.49,,
ENVX,2024-04-26,10.6,6.46,,
ENVX,2024-04-25,-3.0,5.84,,
ENVX,2024-04-24,-0.2,6.02,,
ENVX,2024-04-23,0.8,6.03,,
ENVX,2024-04-22,-4.5,5.98,,
ENVX,2024-04-19,4.2,6.26,,
ENVX,2024-04-18,-9.4,6.01,,
ENVX,2024-04-17,-3.8,6.63,,
ENVX,2024-04-16,2.8,6.89,,
ENVX,2024-04-15,-8.3,6.7,,
ENVX,2024-04-12,-0.4,7.31,,
ENVX,2024-04-11,2.8,7.34,,
ENVX,2024-04-10,-7.2,7.14,,
ENVX,2024-04-09,4.1,7.69,,
ENVX,2024-04-08,-2.1,7.39,,
ENVX,2024-04-05,-2.3,7.55,,
ENVX,,,,7.73,6.51
EOG,2024-05-01,-1.6,129.95,,
EOG,2024-04-30,-3.0,132.13,,
EOG,2024-04-29,0.4,136.25,,
EOG,2024-04-26,0.3,135.7,,
EOG,2024-04-25,-0.2,135.36,,
EOG,2024-04-24,0.6,135.6,,
EOG,2024-04-23,0.7,134.8,,
EOG,2024-04-22,0.5,133.9,,
EOG,2024-04-19,1.1,133.17,,
EOG,2024-04-18,-0.5,131.76,,
EOG,2024-04-17,-0.4,132.4,,
EOG,2024-04-16,0.4,132.96,,
EOG,2024-04-15,-2.1,132.39,,
EOG,2024-04-12,-1.4,135.29,,
EOG,2024-04-11,-0.5,137.27,,
EOG,2024-04-10,0.6,137.95,,
EOG,2024-04-09,1.2,137.06,,
EOG,2024-04-08,-0.4,135.45,,
EOG,2024-04-05,1.4,135.94,,
EOG,,,,134.03,129.95
EPRT,2024-05-01,0.0,26.35,,
EPRT,2024-04-30,0.1,26.34,,
EPRT,2024-04-29,2.4,26.31,,
EPRT,2024-04-26,-0.2,25.69,,
EPRT,2024-04-25,-2.3,25.73,,
EPRT,2024-04-24,0.2,26.33,,
EPRT,2024-04-23,2.0,26.28,,
EPRT,2024-04-22,1.1,25.76,,
EPRT,2024-04-19,1.3,25.48,,
EPRT,2024-04-18,1.0,25.16,,
EPRT,2024-04-17,0.6,24.91,,
EPRT,2024-04-16,-1.6,24.76,,
EPRT,2024-04-15,-1.1,25.17,,
EPRT,2024-04-12,-0.8,25.44,,
EPRT,2024-04-11,1.3,25.65,,
EPRT,2024-04-10,-4.7,25.31,,
EPRT,2024-04-09,1.9,26.55,,
EPRT,2024-04-08,2.0,26.05,,
EPRT,2024-04-05,0.2,25.53,,
EPRT,,,,25.47,26.35
EQH,2024-05-01,4.6,38.61,,
EQH,2024-04-30,-1.5,36.91,,
EQH,2024-04-29,1.6,37.47,,
EQH,2024-04-26,-0.6,36.89,,
EQH,2024-04-25,-2.5,37.13,,
EQH,2024-04-24,2.1,38.07,,
EQH,2024-04-23,0.7,37.27,,
EQH,2024-04-22,1.2,37.01,,
EQH,2024-04-19,0.9,36.56,,
EQH,2024-04-18,1.7,36.24,,
EQH,2024-04-17,0.0,35.64,,
EQH,2024-04-16,-0.6,35.63,,
EQH,2024-04-15,-1.8,35.85,,
EQH,2024-04-12,-1.5,36.5,,
EQH,2024-04-11,0.0,37.06,,
EQH,2024-04-10,-1.4,37.05,,
EQH,2024-04-09,-0.6,37.59,,
EQH,2024-04-08,0.1,37.82,,
EQH,2024-04-05,0.5,37.79,,
EQH,,,,37.59,38.61
EQR,2024-05-01,-0.6,64.04,,
EQR,2024-04-30,-1.4,64.4,,
EQR,2024-04-29,0.2,65.3,,
EQR,2024-04-26,0.4,65.14,,
EQR,2024-04-25,0.4,64.88,,
EQR,2024-04-24,2.4,64.61,,
EQR,2024-04-23,0.9,63.09,,
EQR,2024-04-22,1.6,62.54,,
EQR,2024-04-19,0.9,61.54,,
EQR,2024-04-18,1.0,60.99,,
EQR,2024-04-17,1.2,60.41,,
EQR,2024-04-16,-1.6,59.68,,
EQR,2024-04-15,-1.7,60.66,,
EQR,2024-04-12,-1.8,61.69,,
EQR,2024-04-11,-0.3,62.79,,
EQR,2024-04-10,-2.3,62.96,,
EQR,2024-04-09,1.1,64.47,,
EQR,2024-04-08,3.3,63.8,,
EQR,2024-04-05,0.9,61.79,,
EQR,,,,61.26,64.04
EQT,2024-05-01,-3.6,38.66,,
EQT,2024-04-30,-2.3,40.09,,
EQT,2024-04-29,1.1,41.05,,
EQT,2024-04-26,0.5,40.61,,
EQT,2024-04-25,2.5,40.41,,
EQT,2024-04-24,3.8,39.43,,
EQT,2024-04-23,0.0,37.98,,
EQT,2024-04-22,3.6,37.97,,
EQT,2024-04-19,1.2,36.65,,
EQT,2024-04-18,0.5,36.22,,
EQT,2024-04-17,-0.4,36.04,,
EQT,2024-04-16,-0.9,36.2,,
EQT,2024-04-15,-2.0,36.52,,
EQT,2024-04-12,-0.6,37.25,,
EQT,2024-04-11,-0.6,37.49,,
EQT,2024-04-10,-0.6,37.71,,
EQT,2024-04-09,3.0,37.95,,
